doi,title,year,cluster,topic_label
10.34007/jehss.v7i2.2378,Waste-to-Profit Transformation: Innovative Strategies for Waste Recycling as a Sustainable Source of Income,2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1177/14777606241281624,Characterization and application of composite resin of natural rubber latex and polystyrene waste as a binder for water-resistant emulsion paint formulation,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/p-ngvb4z,Mechanical Behavior Analysis of Lightweight Concrete Reinforced by Metalized Plastic Waste Fibers,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.48084/etasr.8544,A Study on the Bond Characteristics of Steel Bars in Concrete Containing Polypropylene (PP) Plastic Particles as Fine Aggregate,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.61511/ajteoh.v2i1.2024.1010,"Characterization of waste composition as a basis for developing a community-based 3R TPS system in waste management efforts in Pandansari Lor Village, Malang Regency",2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.5755/j01.erem.80.3.35925,How Can Circular Economy Strengthen the Recycling of Plastic Packaging Wastes? Exploratory and Qualitative Case Study of the Danish Plastic Industry,2024,7,"marine debris, metric tons, human health, u s"
10.3390/ma17112739,Functionalised Fibres as a Coupling Reinforcement Agent in Recycled Polymer Composites,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1002/jdd.13753,Innovating for impact: Student leadership in sustainable dental school waste management,2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.29354/diag/183741,Changes in properties and the internal structure of polyethylene polymer railway sleepers,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.14455/isec.2024.11(1).mat-08,STUDY OF LITERATURE REVIEW ON THE USE OF PLASTIC IN CONCRETE MIXES,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1080/15376494.2024.2438902,Numerical and experimental analysis and verification of plastics derived from post-consumer plastic wastes,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1080/27658511.2024.2340842,Sustainability assessment of plastic circular economy: transitional probabilities with innovative separation,2024,7,"marine debris, metric tons, human health, u s"
10.47191/ijcsrr/v7-i8-06,"Recycling Pesticide Plastic Containers in Indonesia: An Evaluation of Technical, Economic, and Regulatory Impact Feasibility",2024,7,"marine debris, metric tons, human health, u s"
10.3390/su16083342,Interactive Learning with iPads and Augmented Reality: A Sustainability-Oriented Approach to Teaching Plastics Chemistry,2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.69997/sct.126108,Design of Plastic Waste Chemical Recycling Process Considering Uncertainty,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3280/riss2024-001008,Food security and sustainable development: West Africa case study,2024,7,"marine debris, metric tons, human health, u s"
10.1177/0958305x241289558,Recent advances in chemical recycling of polyoxymethylene waste,2024,7,"marine debris, metric tons, human health, u s"
10.1002/appl.202400090,Investigation of the ageing behaviour of multiple reused polypropylene binding twines,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.5151/sigradi2023-164,Process Parameters and Manufacturing defects for Large Scale Additive Manufacturing using Recycled Polymer Pellets,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1080/19397038.2024.2373225,Identification of the recyclable content of polyethylene films in the Upper Austrian waste streams,2024,6,"supply chain, climate change, environmental impacts, value chain"
10.4028/p-6cfsro,Experimental Study on Concrete Strength Behavior Using Plastic Waste as a Partial Replacement of Fine Aggregate,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/pol.20240424,Closed‐loop recycling of <scp>N</scp>ylon‐6 to <scp>C</scp>aprolactam catalyzed by a green and effective phosphazene base,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.seppur.2024.127888,Dissociation extraction: Theoretical foundations and applications,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/ange.202411280,Closed‐Loop Recyclable and Totally Renewable Liquid Crystal Networks with Room‐Temperature Programmability and Reconfigurable Functionalities,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1021/acssuschemeng.5c01544,Analyzing Sample Size and Cross-Contamination in Plastic Recycling: A Novel Thermal Analysis Method Coupled with Sampling Theory,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/anie.202511131,Insight into how PETase Functions at the Solid‐Liquid Interface and an Activity‐Stability Trade‐Off,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/recycling10040134,Evaluation of Plastic Waste Degradation Using Terahertz Spectroscopy for Material Recycling,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/en18133434,Research on the Chlorine Removal and Upgrading of Waste Plastic Pyrolysis Oil Using Iron-Based Adsorbents,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.24018/ejgeo.2025.6.3.508,The Effects of Plastic and Microplastic Waste on the Marine Environment and the Ocean,2025,7,"marine debris, metric tons, human health, u s"
10.3390/app15042122,"E-Waste Plastics in the Environment: Assessment, Characterisation, and Bioprocessing",2025,7,"marine debris, metric tons, human health, u s"
10.4314/jpds.v18i1.11,Role of Education in Shaping Recycling Investment Decisions: Evidence from Small-Scale Firms in Tanzania,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/amp2.70023,Extraction of Pure Plastic Resins From <scp>PCR</scp> Plastic Waste by Solvent‐Targeted Recovery and Precipitation (<scp>STRAP</scp>),2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acs.jpcc.4c06925,"Conversion of Polypropylene to Light Olefins by HMFI Catalysts below Pyrolytic Temperature: Catalytic, Spectroscopic, and Theoretical Studies",2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/polym17091282,Recycling of Plastic Waste in the Construction Industry,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/pol.20250207,Real‐Time Quantification of Polyethylene Crystallinity via In Situ Mid‐ and Near‐Infrared Correlation Spectroscopy: Melting and Dissolution,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1002/jrs.70016,Black Plastic Identification for Sorting and Recycling With Deep‐UV Raman Spectroscopy,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1021/acs.est.4c10630,"High Potential Harm, Questionable Fire-Safety Benefit: Why Are Flame Retardants in Lithium-Ion Battery Enclosures?",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/acssuschemeng.4c04557,Recycling Plastic Waste by Solid Phase Mixing,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/buildings15142423,Multiscale Evaluation of Recycled Plastic Corrugated Panels for Sustainable Construction,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1039/d5nj00129c,Phosphorus doping in high-entropy carbides promotes the selectivity in electrooxidation of ethylene glycol to formic acid,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.46717/igj.58.1b.19ms-2025-2-27,Wasted Plastic Polypropylene Fibers as Gypseous Soil Stabilizer,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1177/14613484251314934,Sustainable sound absorption using shredded plastic particles: Adjusting low-frequency acoustic performance with particle size,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/recycling10030082,New Strategy for Upcycling Marine Plastic Waste Through the Development of a Diamine-Functionalized Poly(ethylene terephthalate) Compatibilizer,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3389/fpsyg.2025.1482883,Eco-Sattva: a Buddhist response to the plastic waste crisis in Thailand,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3390/lubricants13060267,"Nano-Enhanced Cactus Oil as an MQL Cutting Fluid: Physicochemical, Rheological, Tribological, and Machinability Insights into Machining H13 Steel",2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3389/fbioe.2025.1548550,Circular economy and 3D printing in the healthcare sector,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.2478/cee-2025-0096,Effect of CFRP Bar Diameter and Concrete Strength on Shear Performance of ETS-Strengthened RC Beams with Recycled Plastic Aggregate: Validation and Parametric Study Using Abaqus,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.28927/sr.2025.004525,The Pacheco Silva Lecture 2024 - Geosynthetics and sustainability: solutions to preserve the environment and reduce the effects of climate change,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/polym17091177,"Enhancement in Post-Consumer Mechanical Recycling of Plastics: Role of Design for Recycling, Specifications, and Efficient Sorting of Packaging Material",2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/anie.202512687,Mechanochemical Degradation of Polystyrene Into Benzene for Recycling and Upcycling,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/polym17050700,Identification of Aged Polypropylene with Machine Learning and Near–Infrared Spectroscopy for Improved Recycling,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1007/s10661-025-13822-z,High levels of flame retardants in vehicle dust indicate ongoing use of brominated and organophosphate flame retardants in vehicle interiors,2025,7,"marine debris, metric tons, human health, u s"
10.1039/d5gc01068c,Solvent-promoted Catalyst-free Aminolytic Degradation for Chemical Recycling of Single and Mixed Plastic Wastes,2025,7,"marine debris, metric tons, human health, u s"
10.1038/s41598-025-85365-9,Caustic recovery from caustic-containing polyethylene terephthalate (PET) washing wastewater generated during the recycling of plastic bottles,2025,6,"supply chain, climate change, environmental impacts, value chain"
